ID,Warehouse_block ,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1707,B, Ship,5,1,234,3,medium,M,40,3340,1
1708,F, Flight,3,2,115,3,low,F,,1814,1
1709,B, Ship,,1,238,4,medium,F,,?,0
1710,F, Ship,2,4,268,,low,M,,4400,1
1711,F, Road,3,3,265,3,medium,F,,5241,0
1712,D, Road,4,5,239,2,medium,F,,4247,0
1713,C, Ship,,5,181,4,low,F,,5812,0
1714,B, Ship,5,5,248,,low,M,4,5587,0
1715,A, Ship,5,3,113,3,medium,F,5,4743,0
1716,F, Ship,5,3,245,5,low,F,10,1112,0
1717,F, Ship,3,1,268,3,low,M,2,4746,1
1718,D, Ship,3,5,223,4,low,F,,3938,1
1719,F, Ship,3,3,101,2,medium,M,,4860,0
1720,D, Ship,3,3,242,,medium,F,8,5915,1
1721,D, Ship,5,3,210,3,low,M,5,4560,1
1722,D, Ship,4,4,145,3,medium,M,8,5780,0
1723,F, Flight,5,4,182,4,low,M,,3063,1
1724,F, Ship,,2,244,3,high,F,,5781,1
1725,D, Flight,6,2,291,4,low,M,8,1019,0
1726,B, Ship,6,3,274,6,medium,F,2,4281,0
1727,B, Ship,3,5,150,,low,F,,1256,1
1728,F, Ship,3,3,167,4,medium,M,1,5301,0
1729,D, Ship,5,1,257,5,medium,M,,1619,0
1730,A, Road,4,4,206,3,low,M,,5572,1
1731,B, Ship,6,5,161,,medium,F,,1338,1
1732,B, Ship,5,2,216,4,medium,F,9,5804,0
1733,B, Ship,,4,247,2,low,M,2,4975,1
1734,B, Ship,4,5,157,3,medium,F,2,4343,1
1735,C, Ship,,4,209,3,medium,M,,3026,1
1736,C, Flight,4,2,142,,medium,F,,4918,0
1737,D, Flight,3,2,220,3,low,M,,5032,1
1738,F, Ship,7,4,287,4,low,M,9,?,1
1739,A, Ship,,3,154,3,medium,M,10,1711,1
1740,D, Flight,,1,242,3,medium,F,35,?,1
1741,D, Ship,3,4,227,4,low,F,,5465,0
1742,F, Ship,4,3,272,,medium,M,,?,1
1743,A, Road,3,3,218,4,medium,F,,1678,1
1744,D, Ship,4,2,183,3,low,M,5,3716,1
1745,B, Flight,4,2,167,2,low,F,5,1169,1
1746,A, Flight,5,1,172,2,medium,F,,?,0
1747,A, Ship,4,1,253,,medium,F,9,5502,1
1748,B, Ship,,3,200,4,low,F,10,4291,1
1749,B, Ship,3,1,165,3,medium,M,61,1313,1
1750,B, Ship,4,2,252,3,medium,M,,5769,0
1751,B, Ship,5,1,198,4,low,F,,5719,0
1752,C,?,5,4,196,,medium,M,,5427,1
1753,D,?,4,1,184,3,low,F,8,4667,0
1754,B, Ship,2,3,147,3,low,F,,5013,0
1755,F, Ship,5,1,203,5,medium,M,2,4845,0
1756,F, Road,2,2,160,,medium,F,9,4613,0
1757,B, Ship,4,5,248,2,medium,M,10,4366,1
1758,F, Flight,,2,119,2,low,M,32,1791,1
1759,F, Ship,4,3,206,3,medium,F,20,2247,1
1760,B, Flight,3,4,180,6,medium,F,3,5605,0
1761,B, Ship,,2,151,3,medium,M,8,?,1
1762,B, Ship,3,4,172,,low,M,,?,1
1763,D, Ship,2,3,139,3,low,F,,1788,1
1764,B, Road,3,5,264,6,low,M,,2751,1
1765,D, Ship,3,1,133,3,low,F,,5213,1
1766,D, Ship,,2,180,3,medium,M,1,4655,1
1767,C, Ship,4,3,226,2,low,F,32,2912,1
1768,D, Flight,,1,261,,medium,F,,5600,1
1769,F, Ship,4,4,163,3,medium,M,7,4463,0
1770,F, Ship,4,4,232,4,low,M,,3436,1
1771,B, Ship,4,5,240,2,medium,M,6,5045,1
1772,A, Ship,5,5,238,,low,F,3,1965,1
1773,A, Ship,6,2,247,4,medium,M,,1941,0
1774,C, Ship,4,4,187,3,low,F,8,4893,0
1775,F, Road,3,1,146,10,low,F,,4032,1
1776,B, Ship,5,5,228,4,low,M,,4946,1
1777,D, Flight,,1,179,2,high,M,,5301,1
1778,D, Flight,,1,198,4,low,F,,5025,1
1779,F, Road,3,4,284,10,low,M,,4562,1
1780,B, Ship,4,2,184,3,medium,F,,5931,1
1781,A, Flight,4,5,259,2,?,M,,2381,1
1782,A, Ship,4,4,254,,low,M,2,1573,1
1783,F, Flight,4,1,222,2,low,F,10,4714,1
1784,F, Road,,4,153,2,low,F,,4248,0
1785,B, Ship,,4,279,4,low,F,,1246,1
1786,C, Ship,6,4,261,4,low,F,,1794,1
1787,F, Flight,4,4,143,,medium,M,,1326,1
1788,F, Ship,,5,275,3,medium,M,,4287,1
1789,C, Ship,2,1,142,3,medium,F,8,6064,1
1790,A, Ship,5,2,144,3,low,M,,1202,1
1791,C,?,,3,228,2,high,F,,4719,1
1792,A, Road,5,1,242,5,low,M,9,1767,0
1793,B, Road,4,5,254,3,low,M,,3885,1
1794,A, Flight,3,5,161,3,low,F,,5629,0
1795,B,?,,4,146,10,low,M,,4351,0
1796,F, Ship,5,2,243,2,?,F,,3681,1
1797,A,?,4,1,251,2,low,F,2,4839,1
1798,A, Ship,2,2,135,,low,M,58,1734,1
1799,B, Ship,3,3,147,3,low,M,16,1563,1
1800,C, Ship,5,3,264,5,medium,F,,1399,0
1801,C, Ship,,3,246,3,medium,F,,2440,1
1802,F, Flight,3,5,257,3,medium,M,4,5196,1
1803,D, Ship,5,5,182,3,medium,F,10,5060,0
1804,B, Ship,5,2,174,2,medium,M,54,?,1
1805,F,?,3,5,195,2,?,F,9,5832,0
1806,F, Flight,4,1,152,3,medium,F,3,4250,1
1807,F, Ship,7,5,255,4,low,F,2,1826,1
1808,C, Ship,5,3,230,4,medium,M,,5278,1
1809,C, Ship,7,1,285,4,low,M,2,1516,0
1810,A, Ship,7,3,255,4,medium,F,,1373,0
1811,C, Flight,7,3,307,4,low,M,1,1793,1
1812,A, Ship,6,4,268,,medium,M,,4126,1
1813,B, Road,4,2,278,6,low,F,36,2330,1
1814,C, Ship,3,5,267,2,medium,M,,4703,0
1815,F,?,5,5,137,,low,M,,5888,0
1816,F, Road,5,1,145,3,low,M,20,1387,1
1817,F, Ship,3,4,164,6,medium,F,4,5567,1
1818,F,?,,3,268,3,low,F,,5998,0
1819,A, Ship,4,2,242,3,medium,M,10,4721,0
1820,F, Road,2,4,160,3,low,F,,1030,1
1821,F, Ship,,2,227,2,high,M,35,3583,1
1822,F, Ship,4,3,131,5,low,M,6,1659,1
1823,C, Ship,3,5,196,,low,F,5,4891,0
1824,F, Ship,,3,211,3,medium,F,,3296,1
1825,F, Ship,4,4,158,2,medium,M,15,1030,1
1826,B, Flight,5,4,242,,high,F,2,3564,1
1827,A, Ship,5,3,248,3,medium,M,10,5567,1
1828,A, Ship,,5,133,3,medium,F,21,1648,1
1829,F, Ship,,1,256,2,medium,F,63,?,1
1830,C, Road,3,5,242,2,low,F,,5635,0
1831,B, Ship,3,2,192,3,low,F,,3183,1
1832,C,?,5,5,226,3,medium,F,65,3840,1
1833,D, Ship,3,2,214,,medium,M,1,5362,0
1834,F, Ship,,4,212,2,medium,M,5,4774,1
1835,A, Ship,7,3,307,4,low,M,,1653,0
1836,D, Flight,3,5,198,3,?,F,1,3667,1
1837,D, Ship,4,1,193,,low,F,,4796,0
1838,F, Ship,,2,232,,medium,F,3,1500,0
1839,C, Ship,5,3,156,4,low,F,9,4098,0
1840,D, Road,6,3,271,4,low,F,2,1364,1
1841,F, Ship,6,5,275,4,low,M,,1700,1
1842,D, Ship,,5,218,2,low,M,,5142,0
1843,C, Ship,5,4,254,5,low,M,,1350,0
1844,C, Ship,6,5,201,5,medium,M,,5771,0
1845,D, Ship,5,5,235,3,low,F,4,5325,0
1846,B, Ship,,3,235,,low,M,5,3065,1
1847,B, Road,4,5,219,5,low,M,,1260,0
1848,C, Ship,,1,193,10,high,F,1,4459,0
1849,F, Road,4,5,179,3,low,F,,4487,0
1850,C, Ship,6,1,264,4,low,M,,1960,0
1851,D, Flight,,5,299,4,low,M,,1192,0
1852,F, Ship,4,3,217,3,medium,F,16,3444,1
1853,D, Flight,5,3,266,3,low,F,19,2508,1
1854,B, Flight,6,4,303,5,low,M,,1195,1
1855,F,?,,2,257,2,medium,M,,4242,1
1856,F, Flight,4,1,196,3,medium,F,,5216,1
1857,B, Ship,5,1,264,3,low,M,,2882,1
1858,D, Ship,4,3,196,3,low,F,,4194,1
1859,F, Ship,,2,149,2,medium,F,8,5396,0
1860,C, Road,4,3,256,,low,F,5,1533,1
1861,D, Ship,4,4,266,6,low,F,2,1776,1
1862,F, Road,,1,180,6,low,M,,4802,1
1863,A, Ship,2,5,127,3,low,M,,1341,1
1864,C, Road,3,4,196,2,medium,F,5,4342,1
1865,A, Ship,2,5,139,3,low,F,,1233,1
1866,C, Ship,,2,242,3,medium,M,,4644,1
1867,F, Ship,4,3,189,2,low,F,,4765,0
1868,D, Road,5,3,271,,high,M,9,1813,1
1869,F, Ship,3,5,286,,medium,M,,4424,0
1870,A, Ship,,2,152,4,low,F,48,1212,1
1871,B, Ship,,3,188,,medium,F,2,4336,0
1872,B, Ship,7,2,285,4,low,M,,1491,1
1873,D, Ship,,2,157,2,low,M,,1115,1
1874,A, Ship,4,4,257,10,?,M,4,4710,0
1875,C, Road,4,4,229,5,low,M,9,1361,0
1876,F, Ship,4,4,136,,low,M,,1900,1
1877,D, Ship,,1,238,2,medium,M,,4355,1
1878,B, Road,3,5,159,2,high,F,9,4099,1
1879,D,?,6,4,264,5,medium,F,,1220,1
1880,F, Road,,3,259,2,high,M,,4481,0
1881,D, Ship,4,3,169,10,medium,F,6,5106,1
1882,C, Flight,6,5,252,4,low,F,2,1249,0
1883,F, Ship,,3,270,3,high,F,,4690,1
1884,D, Ship,,5,162,,medium,F,10,4850,1
1885,D, Ship,5,2,213,3,low,M,,5526,0
1886,D, Ship,3,3,217,3,low,F,6,4887,0
1887,B, Ship,4,1,232,5,medium,F,,1899,1
1888,F, Ship,,5,265,,medium,M,,4268,1
1889,D, Flight,3,2,138,2,medium,M,8,5714,0
1890,F, Ship,3,3,145,3,low,F,10,5696,0
1891,D, Ship,,3,133,5,medium,M,,1367,1
1892,D, Road,4,5,181,3,medium,M,1,5310,0
1893,B, Ship,5,1,246,,medium,F,,3993,1
1894,B, Ship,5,1,167,3,medium,M,,4267,1
1895,B, Flight,3,4,184,,medium,M,2,4052,0
1896,B, Road,3,2,140,2,high,F,7,1401,1
1897,A, Ship,3,1,165,,low,M,6,4445,0
1898,D, Ship,4,1,258,3,medium,M,,4159,0
1899,D, Ship,3,4,166,3,medium,M,,1095,1
1900,C, Ship,,2,254,2,low,F,5,4985,1
1901,A, Ship,4,1,253,5,low,F,,1235,0
1902,F, Flight,5,3,267,,low,M,,1119,1
1903,A, Ship,,4,145,3,low,M,,4492,1
1904,F, Ship,,3,253,5,low,M,,1367,1
1905,D, Ship,5,3,186,4,medium,F,,3676,1
1906,F,?,4,2,137,2,medium,M,,4622,1
1907,D, Ship,,2,111,5,medium,M,3,1711,1
1908,F, Flight,5,1,240,3,high,M,,5277,0
1909,D, Flight,4,1,250,2,medium,M,,3021,1
1910,F, Ship,3,3,168,4,low,F,,4096,1
1911,F, Flight,6,3,297,4,medium,M,1,1080,0
1912,A, Ship,,4,168,3,low,M,,5488,1
1913,F, Ship,,1,154,,low,M,1,5578,0
1914,F, Ship,3,1,233,3,low,F,7,4874,0
1915,F, Ship,5,2,243,3,high,M,,5734,1
1916,D, Road,3,4,212,3,low,M,6,5935,1
1917,F, Ship,3,1,228,2,low,F,,4456,1
1918,B, Flight,3,4,132,,medium,M,12,1493,1
1919,A, Flight,3,3,234,3,low,M,3,4405,0
1920,F, Ship,4,2,273,5,low,F,4,1223,1
1921,B, Flight,3,1,104,2,low,M,1,1021,1
1922,C, Ship,4,3,143,3,medium,F,,?,1
1923,A, Ship,,2,243,5,medium,F,4,1633,1
1924,B, Ship,5,5,221,5,low,F,,1220,0
1925,F, Flight,6,5,256,5,low,M,10,1686,0
1926,F, Ship,,1,219,2,medium,M,,5314,0
1927,D, Ship,6,4,246,4,medium,M,3,1852,0
1928,A, Road,,2,172,2,low,M,,?,1
1929,F, Ship,4,1,183,3,medium,F,,4789,0
1930,C, Ship,4,5,180,2,medium,F,,4332,0
1931,F, Flight,3,5,218,,medium,M,60,3048,1
1932,D, Flight,4,3,246,5,medium,M,10,1646,1
1933,D, Flight,5,3,270,5,medium,F,7,1303,1
1934,B, Ship,4,2,267,5,low,M,,4720,1
1935,F, Ship,5,1,258,5,?,F,9,1856,1
1936,D,?,3,3,99,3,high,M,,1223,1
1937,F, Road,,2,134,,medium,F,45,1946,1
1938,D, Ship,5,1,207,2,high,M,,?,0
1939,D, Ship,5,3,270,2,low,F,7,5248,1
1940,F,?,,3,242,3,low,F,,4199,0
1941,B, Road,,2,202,2,low,F,45,?,1
1942,C, Flight,4,4,258,,medium,M,,4578,0
1943,F, Road,5,1,239,5,low,F,,1815,0
1944,A, Road,4,3,210,3,low,M,3,2742,1
1945,C, Ship,4,3,258,3,low,F,12,2017,1
1946,B, Ship,,1,236,2,high,M,,3949,1
1947,F, Road,6,3,269,4,low,M,3,1006,0
1948,F, Ship,,2,310,4,low,M,4,1806,0
1949,F, Ship,4,4,256,,high,M,,1927,1
1950,D, Ship,6,4,157,6,low,F,,5354,1
1951,C, Ship,,4,206,5,?,F,,1680,0
1952,D, Ship,4,3,135,3,low,F,15,1008,1
1953,C, Road,,5,162,2,medium,M,,?,1
1954,F, Ship,4,3,142,3,medium,F,,5930,0
1955,F, Ship,3,4,171,3,low,M,10,4839,0
1956,F, Ship,5,2,172,5,medium,F,,4805,0
1957,A, Flight,5,4,136,4,low,M,9,5469,0
1958,A,?,,2,237,5,low,M,8,4461,0
1959,F,?,3,4,134,3,low,F,9,4436,0
1960,F, Ship,7,3,300,4,medium,F,5,1244,0
1961,F, Flight,5,3,238,5,medium,M,,1150,1
1962,A, Ship,,4,227,2,medium,M,,5904,0
1963,F, Ship,4,3,151,,medium,F,,5379,1
1964,F, Ship,4,2,264,,low,F,9,4490,0
1965,C, Ship,3,1,263,,medium,F,4,4208,0
1966,A, Flight,4,2,223,5,medium,F,3,4480,0
1967,A, Ship,4,2,222,2,?,M,,5115,1
1968,B, Road,4,4,227,3,medium,F,,2761,1
1969,F, Ship,4,3,270,2,high,F,,5346,0
1970,F, Ship,,2,223,6,medium,M,,1210,0
1971,F, Road,5,4,251,2,low,F,,5347,1
1972,B, Ship,2,1,271,6,low,F,2,4237,1
1973,A, Ship,3,2,173,,low,F,15,1992,1
1974,D, Flight,3,1,264,4,low,M,,3561,1
1975,F, Flight,3,4,218,2,medium,M,,5973,0
1976,D, Flight,4,1,266,2,high,M,,5116,0
1977,A, Road,5,5,253,5,low,F,,1482,0
1978,C, Ship,,4,205,3,low,F,,?,1
1979,C, Ship,3,4,212,3,medium,F,,4811,0
1980,D, Ship,3,2,145,2,medium,F,29,1690,1
1981,B, Ship,4,2,232,3,medium,M,8,4658,1
1982,B, Ship,3,1,254,3,medium,M,,3496,1
1983,F, Ship,3,3,153,5,low,M,35,1089,1
1984,B, Road,5,1,236,2,low,F,,4987,1
1985,A, Ship,3,2,182,10,low,M,,?,0
1986,C, Ship,,1,153,2,low,F,7,4944,1
1987,F, Ship,5,1,103,,low,M,3,4966,0
1988,A, Ship,5,5,264,3,medium,F,56,3482,1
1989,A, Road,5,4,144,3,low,F,,1178,1
1990,F, Ship,5,1,245,2,medium,F,,4882,1
1991,D, Road,3,2,267,5,low,F,,2622,1
1992,F, Ship,4,5,184,3,low,M,5,4039,1
1993,D, Ship,,3,250,4,medium,F,4,1111,1
1994,A, Ship,3,1,194,,low,F,,5566,0
1995,F, Ship,4,4,147,4,low,F,,5882,0
1996,D, Flight,4,4,132,3,medium,F,5,4613,0
1997,D, Ship,3,1,165,3,high,F,,4208,0
1998,B, Flight,2,5,193,5,medium,F,13,2882,1
1999,F, Flight,4,3,132,4,medium,M,10,1767,1
2000,A, Road,4,4,145,3,low,F,,1651,1
2001,C, Ship,,2,272,4,medium,M,,1188,1
2002,D, Ship,5,2,174,3,medium,F,10,4902,1
2003,F,?,5,5,223,,medium,F,3,4382,0
2004,D, Ship,2,5,238,2,low,F,6,5325,1
2005,F, Ship,6,3,279,4,low,M,,1090,1
2006,A, Ship,,5,269,4,low,M,,1264,1
2007,F, Ship,,5,175,2,low,M,40,?,1
2008,F, Ship,,5,124,3,low,M,,4331,0
2009,B, Road,5,3,197,,low,F,,5581,0
2010,C, Ship,4,4,223,4,low,M,,4219,0
2011,F, Ship,3,2,261,5,medium,M,,2488,1
2012,B, Ship,,3,231,3,medium,M,53,2333,1
2013,A, Ship,3,1,238,3,medium,F,,4399,1
2014,B,?,6,2,309,4,medium,F,8,1930,0
2015,D, Ship,4,2,259,5,medium,F,,1054,0
2016,D, Ship,4,2,272,4,low,M,,2307,1
2017,F, Ship,,4,177,2,low,F,6,5116,0
2018,A, Flight,,2,240,,medium,F,,2174,1
2019,A, Ship,,5,271,3,low,M,,5229,1
2020,F, Ship,4,4,246,3,low,F,7,4090,0
2021,D, Ship,3,3,201,3,low,F,2,5540,1
2022,C, Flight,5,1,220,3,medium,M,8,5727,1
2023,C, Ship,3,2,159,,medium,M,,5577,1
2024,C,?,,3,236,3,low,F,,3652,1
2025,A, Ship,,2,273,5,medium,F,8,2000,0
2026,A, Flight,,3,239,,medium,M,,5511,1
2027,C, Ship,2,5,241,3,medium,F,3,4253,1
2028,F, Ship,3,3,202,2,medium,F,1,5220,1
2029,A,?,4,2,171,3,low,M,,1352,1
2030,A, Ship,3,1,150,3,low,F,43,1831,1
2031,D, Flight,4,4,156,,medium,F,7,5938,0
2032,F, Ship,,2,232,3,medium,F,7,5737,1
2033,C, Ship,6,4,286,4,low,F,8,1690,1
2034,F, Road,6,1,247,3,low,M,1,4637,1
2035,C, Flight,5,4,245,5,medium,F,,1771,1
2036,F, Ship,5,1,242,5,medium,M,,1382,1
2037,C, Ship,2,3,184,4,medium,M,3,4719,0
2038,A, Road,,5,163,3,medium,F,,4887,0
2039,C, Road,,5,283,5,low,M,,1578,0
2040,D, Ship,3,2,205,2,low,M,6,4853,0
2041,A, Road,6,4,262,5,low,M,9,1369,0
2042,B, Ship,6,5,271,4,low,M,,1710,1
2043,F,?,4,2,170,10,medium,F,,4696,1
2044,A, Flight,4,4,216,6,low,M,5,1272,0
2045,F, Ship,4,2,216,,medium,F,,3024,1
2046,A, Ship,3,5,259,3,low,F,10,5978,0
2047,D, Ship,,4,221,5,low,F,,1927,1
2048,C, Flight,3,3,183,3,high,F,6,3364,1
2049,B, Road,5,5,184,,low,F,2,5800,0
2050,C, Ship,4,5,209,2,low,F,,4047,0
2051,F, Ship,3,1,252,4,high,M,,4303,0
2052,D, Ship,,3,181,4,low,F,,5332,0
2053,F,?,2,5,228,3,low,M,8,5643,1
2054,D, Flight,4,3,192,4,high,M,,4949,0
2055,A, Flight,4,2,203,4,medium,F,,4217,0
2056,F, Road,,3,256,3,low,F,15,3155,1
2057,B, Ship,7,3,306,4,low,M,,1790,1
2058,B, Road,5,3,160,3,high,M,,1977,1
2059,B, Road,3,3,252,2,medium,F,,2102,1
2060,D, Ship,3,4,240,3,high,F,6,4412,0
2061,B, Ship,,5,272,,medium,F,,5034,1
2062,F, Ship,4,3,144,2,low,F,,?,0
2063,C, Flight,4,4,127,5,low,F,16,1955,1
2064,F, Ship,4,2,169,,medium,F,7,1897,0
2065,A, Road,,4,195,3,medium,M,10,2021,1
2066,F, Flight,4,3,167,3,medium,F,,4621,1
2067,F, Flight,,4,198,6,medium,M,,5730,1
2068,F, Ship,4,1,132,2,medium,M,,5025,1
2069,D, Ship,,5,123,,low,F,60,1653,1
2070,B, Ship,6,4,268,4,medium,M,9,1354,1
2071,A, Flight,3,2,264,3,medium,M,5,3861,1
2072,F, Ship,,5,171,3,medium,F,7,5318,1
2073,C, Ship,3,3,205,2,medium,F,,2427,1
2074,C, Ship,,3,158,,low,M,,1374,1
2075,A, Ship,3,2,158,7,medium,M,,4244,1
2076,F, Flight,4,4,137,3,medium,F,,4066,1
2077,D, Ship,3,3,257,3,low,M,,4937,1
2078,B, Ship,3,5,141,2,medium,F,9,5000,0
2079,D, Ship,2,2,137,3,low,F,,1823,1
2080,C, Ship,3,5,141,3,medium,M,10,5775,0
2081,F, Ship,5,1,194,7,medium,M,,4770,0
2082,D, Ship,3,4,223,2,low,M,,4211,0
2083,F, Ship,5,2,184,3,medium,F,,4581,0
2084,C, Road,5,2,250,2,medium,F,,5565,0
2085,B, Ship,3,4,178,8,medium,F,6,4146,0
2086,B, Ship,4,3,245,6,low,F,3,1155,0
2087,B, Ship,5,2,214,,low,F,,3234,1
2088,A, Flight,,1,208,7,high,F,,2674,1
2089,C, Flight,3,5,169,3,low,F,,5659,0
2090,D, Road,,3,236,2,high,M,23,?,1
2091,C, Ship,5,5,242,,medium,F,2,5359,0
2092,F, Flight,,3,157,2,medium,F,62,1366,1
2093,F, Ship,5,3,254,6,low,M,7,1064,0
2094,F, Ship,4,1,151,3,high,F,39,1458,1
2095,F, Flight,4,4,208,3,low,F,,4919,0
2096,D, Ship,5,3,241,3,low,F,,5587,1
2097,F, Ship,4,2,224,3,low,F,9,4896,0
2098,B, Flight,3,4,213,,low,F,4,5481,1
2099,A, Road,3,4,162,5,low,F,1,4240,1
2100,B, Ship,2,4,151,,low,F,,1150,0
2101,A, Ship,5,4,265,2,low,F,,5164,1
2102,D,?,6,4,116,3,low,M,6,4649,0
2103,D, Ship,2,3,163,,low,F,,4862,0
2104,F,?,,5,179,3,low,M,,4913,0
2105,B, Road,4,5,164,3,high,M,7,4657,0
2106,B, Road,4,1,139,8,medium,M,,?,1
2107,F, Flight,4,2,182,,medium,M,14,3413,1
2108,A, Flight,,4,194,,low,M,,4038,1
2109,A, Road,5,1,238,,medium,M,,?,0
2110,F,?,4,4,160,5,?,M,,4055,0
2111,D, Ship,4,4,187,3,high,M,6,4567,0
2112,A, Ship,5,5,271,4,high,M,10,4305,1
2113,D, Road,5,4,254,5,medium,M,,1545,0
2114,F, Ship,3,1,269,3,low,M,,3542,1
2115,C, Ship,6,5,300,5,low,M,,1188,0
2116,B, Ship,,2,160,2,medium,M,,4304,1
2117,A, Ship,3,4,197,6,medium,M,3,4890,1
2118,B,?,3,4,256,,low,M,,3030,1
2119,C,?,3,3,241,,low,F,,5261,0
2120,D, Road,,2,264,5,low,F,27,3118,1
2121,C, Ship,,4,176,3,high,M,34,1283,1
2122,F, Ship,4,4,104,4,low,M,,4323,1
2123,F, Ship,4,3,175,3,low,F,,4840,1
2124,B, Ship,2,3,263,4,medium,M,9,5390,0
2125,C, Ship,3,5,161,,medium,M,9,4623,0
2126,B, Ship,3,1,162,2,low,F,52,1125,1
2127,F, Ship,4,2,178,8,medium,M,,4120,1
2128,A, Ship,6,2,99,3,low,M,8,5872,0
2129,A,?,2,4,166,,low,M,8,?,1
2130,C, Flight,5,2,116,5,high,F,,1130,1
2131,F, Ship,,5,261,2,medium,M,6,5920,0
2132,C, Ship,5,1,248,5,low,F,8,1810,0
2133,A, Ship,4,1,185,2,low,M,,2910,1
2134,F, Road,3,1,215,6,high,M,,3715,1
2135,F, Ship,5,2,265,2,high,M,24,?,1
2136,B, Ship,4,1,145,,low,M,,5618,1
2137,A, Ship,6,1,282,4,low,M,7,1758,0
2138,F, Ship,3,4,162,,medium,M,7,5313,0
2139,F, Road,3,3,163,3,medium,M,,5791,1
2140,F, Road,,1,263,3,high,M,,4911,0
2141,D, Road,5,3,216,,medium,F,1,2434,1
2142,C, Ship,5,4,221,6,medium,M,6,1488,1
2143,C, Road,3,3,273,10,medium,F,10,5574,1
2144,F,?,3,5,199,4,low,M,,4520,0
2145,A, Ship,4,2,133,3,low,M,2,1212,1
2146,C, Ship,5,2,141,3,high,F,34,1020,1
2147,B, Ship,4,5,142,2,medium,M,10,5428,1
2148,B, Ship,,4,266,,low,M,3,5531,1
2149,D, Road,7,5,244,4,low,M,2,1330,1
2150,D, Ship,6,4,112,4,medium,F,9,4005,1
2151,D, Ship,4,5,190,3,medium,M,6,4671,1
2152,F, Road,4,5,218,3,low,M,,2682,1
2153,B, Road,,2,220,6,medium,M,10,?,1
2154,F, Road,,2,222,,low,F,,1672,0
2155,A, Road,4,1,231,5,medium,F,10,1144,0
2156,F, Ship,5,1,212,3,low,F,11,2073,1
2157,F, Road,4,3,173,3,low,M,4,4793,1
2158,C, Ship,,5,204,,medium,M,,4119,0
2159,A,?,3,2,211,2,low,M,4,4978,1
2160,B, Road,5,5,265,3,high,F,3,5837,1
2161,D, Road,5,3,217,,low,M,,4934,1
2162,F,?,3,4,228,,medium,M,65,3943,1
2163,B, Ship,6,4,221,,low,M,,4360,0
2164,D, Ship,6,3,121,3,medium,F,,5208,0
2165,D, Ship,4,2,261,5,low,F,8,1235,1
2166,D, Ship,4,4,229,2,low,F,9,5672,1
2167,D, Flight,3,3,268,3,low,F,33,3872,1
2168,A, Ship,2,3,129,,low,M,,1111,1
2169,F, Ship,4,1,161,3,low,M,59,1454,1
2170,F,?,3,5,242,2,low,M,1,5803,1
2171,B, Road,3,5,213,4,medium,M,9,5550,1
2172,F, Road,4,1,242,2,low,F,,5825,0
2173,F, Road,,2,150,4,low,F,,5922,1
2174,F, Flight,5,2,240,5,low,F,7,1923,0
2175,B, Ship,4,2,182,3,medium,M,,5735,0
2176,F, Ship,,4,174,2,low,F,,?,1
2177,F, Ship,4,2,225,8,low,F,,5623,0
2178,F, Ship,5,2,169,,medium,M,3,5692,0
2179,A, Road,,4,300,4,medium,F,,1607,0
2180,C, Flight,5,2,206,6,medium,M,,2016,1
2181,A, Ship,,4,215,2,low,F,,5669,0
2182,B, Ship,3,3,138,4,low,M,,1440,1
2183,C, Road,4,3,217,,medium,M,,2138,1
2184,B, Ship,,3,261,3,low,F,,2802,1
2185,F, Ship,,3,199,2,low,M,,5855,0
2186,F, Ship,3,5,187,3,low,M,20,2374,1
2187,D,?,4,5,138,7,medium,M,,1366,1
2188,B, Ship,4,5,239,5,low,F,,1001,1
2189,F, Flight,,5,220,,?,M,,4100,1
2190,C, Road,3,2,122,4,low,F,9,5299,1
2191,F, Ship,6,4,253,,medium,M,,1248,0
2192,F, Ship,,2,208,2,low,M,41,?,1
2193,F, Flight,3,2,233,4,medium,M,,5886,0
2194,F,?,4,4,206,3,medium,F,,4262,0
2195,F, Ship,2,5,235,3,high,F,,5775,1
2196,C, Ship,2,3,274,3,high,F,24,3829,1
2197,B, Ship,5,1,241,,medium,M,,5519,1
2198,C, Flight,,4,147,3,medium,M,,4534,1
2199,C, Flight,4,1,180,2,low,M,,1193,1
2200,F, Ship,5,1,187,4,medium,F,,5164,0
2201,F, Flight,3,4,149,3,low,M,,5040,1
2202,C, Ship,3,3,253,4,low,F,,4682,1
2203,B, Ship,,4,255,4,medium,F,,2771,1
2204,D, Ship,,5,228,4,low,F,7,4068,1
2205,B, Ship,5,1,239,,low,M,1,1239,0
2206,A, Ship,3,3,251,3,low,M,,4246,0
2207,C, Flight,5,5,169,2,medium,F,14,1497,1
2208,C, Ship,,5,171,3,medium,F,,1300,1
2209,B, Flight,,4,149,3,low,M,51,1645,1
2210,A, Ship,3,1,179,2,medium,F,,4828,0
2211,A, Ship,3,5,103,,low,M,,1403,1
2212,F, Ship,5,2,248,5,low,M,,1284,1
2213,C, Road,4,3,213,3,medium,M,,5947,0
2214,F, Ship,,3,179,3,medium,M,,?,1
2215,F, Ship,4,1,182,,medium,F,10,5638,0
2216,C, Flight,5,5,235,5,low,F,4,?,1
2217,F, Road,4,2,202,3,low,M,,4955,0
2218,F, Road,,1,277,5,low,F,,1190,1
